Rank,Title,Score,Episodes,Airing
3560,Aishen Qiaokeli-ing...II,7.08,ONA (15 eps),Dec 2017 - Apr 2018
3561,Anime Himitsu no Hanazono,7.08,TV (39 eps),Apr 1991 - Mar 1992
3562,Another World,7.08,ONA (3 eps),Sep 2019 - Oct 2019
3563,BanG Dream!: Asonjatta!,7.08,Special (1 eps),Nov 2017 - Nov 2017
3564,Bishoujo Senshi Sailor Moon Crystal,7.08,ONA (26 eps),Jul 2014 - Jul 2015
3565,Bokura no Live Kimi to no Life,7.08,Music (1 eps),Aug 2010 - Aug 2010
3566,Boogiepop wa Warawanai (2019),7.08,TV (18 eps),Jan 2019 - Mar 2019
3567,Chirin no Suzu,7.08,Movie (1 eps),Mar 1978 - Mar 1978
3568,Cobra The Animation,7.08,TV (13 eps),Jan 2010 - Mar 2010
3569,Di Gi Charat Nyo,7.08,TV (104 eps),Apr 2003 - Mar 2004
3570,Digimon X-Evolution,7.08,Movie (1 eps),Jan 2005 - Jan 2005
3571,Dirty Pair: The Movie,7.08,Movie (1 eps),Mar 1987 - Mar 1987
3572,Doraemon Movie 01: Nobita no Kyouryuu,7.08,Movie (1 eps),Mar 1980 - Mar 1980
3573,Doraemon Movie 11: Nobita to Animal Planet,7.08,Movie (1 eps),Mar 1990 - Mar 1990
3574,Dual! Parallel Lun-Lun Monogatari,7.08,TV (13 eps),Apr 1999 - Jul 1999
3575,Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!,7.08,Special (1 eps),Oct 2007 - Oct 2007
3576,Giniro no Kami no Agito,7.08,Movie (1 eps),Jan 2006 - Jan 2006
3577,Gosick: Utsukushiki Kaibutsu wa Konton no Sen wo Shimiru,7.08,Special (1 eps),Mar 2011 - Mar 2011
3578,Grander Musashi RV,7.08,TV (39 eps),Apr 1998 - Dec 1998
3579,Gunnm,7.08,OVA (2 eps),Jun 1993 - Aug 1993
3580,Highschool of the Dead,7.08,TV (12 eps),Jul 2010 - Sep 2010
3581,Inou-Battle wa Nichijou-kei no Naka de,7.08,TV (12 eps),Oct 2014 - Dec 2014
3582,Jahy-sama wa Kujikenai!,7.08,TV (20 eps),Aug 2021 - Dec 2021
3583,Kaiketsu Zorori,7.08,TV (52 eps),Feb 2004 - Feb 2005
3584,Kanon,7.08,TV (13 eps),Jan 2002 - Mar 2002
3585,Kikou Souseiki Mospeada,7.08,TV (25 eps),Oct 1983 - Mar 1984
3586,Kikoushi Enma,7.08,OVA (4 eps),Aug 2006 - Mar 2007
3587,Kyoukaisen,7.08,Music (1 eps),Oct 2021 - Oct 2021
3588,Lostorage Conflated WIXOSS,7.08,TV (12 eps),Apr 2018 - Jun 2018
3589,Magical★Taruruuto-kun,7.08,TV (87 eps),Sep 1990 - May 1992
3590,Mahou Shoujo-tai Arusu,7.08,TV (40 eps),Apr 2004 - Mar 2005
3591,Mewkledreamy Mix!,7.08,TV (50 eps),Apr 2021 - Mar 2022
3592,Mister Ajikko,7.08,TV (99 eps),Oct 1987 - Sep 1989
3593,Mokke,7.08,TV (24 eps),Oct 2007 - Mar 2008
3594,Muteki Koujin Daitarn 3,7.08,TV (40 eps),Jun 1978 - Mar 1979
3595,Muumin,7.08,TV (65 eps),Oct 1969 - Dec 1970
3596,Nanatsu no Taizai: Eiyuu-tachi wa Hashagu,7.08,OVA (1 eps),Nov 2018 - Nov 2018
3597,Nobunaga no Shinobi,7.08,TV (26 eps),Oct 2016 - Mar 2017
3598,Nobunaga no Shinobi: Anegawa Ishiyama-hen,7.08,TV (26 eps),Apr 2018 - Sep 2018
3599,Oshiete! Galko-chan: Natsuyasumitte Hontou Desu ka?,7.08,OVA (1 eps),Jan 2017 - Jan 2017
3600,Piplup Step,7.08,Music (1 eps),Feb 2022 - Feb 2022
3601,Pokemon Movie 20: Kimi ni Kimeta!,7.08,Movie (1 eps),Jul 2017 - Jul 2017
3602,Ryuusei no Rockman,7.08,TV (55 eps),Oct 2006 - Oct 2007
3603,Saishuu Heiki Kanojo: Another Love Song,7.08,OVA (2 eps),Aug 2005 - Sep 2005
3604,Seikai no Danshou: Tanjou,7.08,Special (1 eps),Aug 2000 - Aug 2000
3605,Shachiku-san wa Youjo Yuurei ni Iyasaretai.,7.08,TV (12 eps),Apr 2022 - Jun 2022
3606,Shakugan no Shana-tan,7.08,Special (4 eps),Jan 2006 - Apr 2007
3607,Shippuu! Iron Leaguer,7.08,TV (52 eps),Apr 1993 - Mar 1994
3608,Space Adventure Cobra,7.08,Movie (1 eps),Jul 1982 - Jul 1982
3609,Tesagure! Bukatsumono Encore,7.08,TV (12 eps),Jan 2014 - Mar 2014
3610,Tetsuwan Atom,7.08,TV (193 eps),Jan 1963 - Dec 1966
3611,Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,7.08,Special (1 eps),Aug 2013 - Aug 2013
3612,Trinity Seven,7.08,TV (12 eps),Oct 2014 - Dec 2014
3613,Umisea,7.08,ONA (4 eps),Sep 2021 - Sep 2021
3614,WiSH VOYAGE,7.08,Music (1 eps),Jul 2018 - Jul 2018
3615,Yuugo: Koushounin,7.08,TV (13 eps),Feb 2004 - May 2004
3616,Zero kara Hajimeru Mahou no Sho,7.08,TV (12 eps),Apr 2017 - Jun 2017
3617,Zhen Hun Jie: Bei Luo Shi Men Pian Part 1,7.08,ONA (5 eps),Dec 2019 - Jan 2020
3618,Marco: Haha wo Tazunete Sanzenri,7.07,Movie (1 eps),Apr 1999 - Apr 1999
3619,Masuda Kousuke Gekijou Gag Manga Biyori 3,7.07,TV (12 eps),Mar 2008 - Jun 2008
3620,Medarot,7.07,TV (52 eps),Jul 1999 - Jun 2000
3621,MEMORiES MELODiES,7.07,Music (1 eps),Dec 2015 - Dec 2015
3622,Minky Momo in Yume ni Kakeru Hashi,7.07,OVA (1 eps),May 1993 - May 1993
3623,Momokuri,7.07,ONA (26 eps),Dec 2015 - Feb 2016
3624,Negima!? Haru Special!?,7.07,OVA (1 eps),Oct 2006 - Oct 2006
3625,Nintama Rantarou,7.07,TV (? eps),Apr 1993 -
3626,Ochame na Futago: Claire Gakuin Monogatari,7.07,TV (26 eps),Jan 1991 - Nov 1991
3627,Ookami Shoujo to Kuro Ouji,7.07,TV (12 eps),Oct 2014 - Dec 2014
3628,Otsukimi Recital,7.07,Music (1 eps),Jul 2013 - Jul 2013
3629,Persona 5 the Animation: The Day Breakers,7.07,Special (1 eps),Sep 2016 - Sep 2016
3630,Pokemon Movie 03: Kesshoutou no Teiou Entei,7.07,Movie (1 eps),Jul 2000 - Jul 2000
3631,Riding Bean,7.07,OVA (1 eps),Feb 1989 - Feb 1989
3632,Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,7.07,Special (1 eps),Jan 2015 - Jan 2015
3633,Sasameki Koto,7.07,TV (13 eps),Oct 2009 - Dec 2009
3634,Seisenshi Dunbine,7.07,TV (49 eps),Feb 1983 - Jan 1984
3635,Shounan Bakusouzoku,7.07,OVA (12 eps),Sep 1986 - Mar 1999
3636,Sora no Manimani,7.07,TV (12 eps),Jul 2009 - Sep 2009
3637,Tales of Symphonia The Animation: Tethe'alla-hen Specials,7.07,Special (4 eps),Mar 2010 - Feb 2011
3638,The God of High School,7.07,TV (13 eps),Jul 2020 - Sep 2020
3639,Uchuu Senkan Yamato III,7.07,TV (25 eps),Oct 1980 - Apr 1981
3640,Umineko no Naku Koro ni,7.07,TV (26 eps),Jul 2009 - Dec 2009
3641,Usavich III,7.07,TV (13 eps),Oct 2008 - May 2009
3642,Yakushiji Ryouko no Kaiki Jikenbo,7.07,TV (13 eps),Jul 2008 - Sep 2008
3643,Yoroiden Samurai Troopers,7.07,TV (39 eps),Apr 1988 - Mar 1989
3644,Yuusha, Yamemasu,7.07,TV (12 eps),Apr 2022 - Jun 2022
3645,Ace wo Nerae!,7.07,TV (26 eps),Oct 1973 - Mar 1974
3646,Ao no Exorcist: Ura Ex,7.07,Special (10 eps),Jun 2011 - Mar 2012
3647,Appleseed (Movie),7.07,Movie (1 eps),Apr 2004 - Apr 2004
3648,Aru Tabibito no Nikki,7.07,ONA (6 eps),Mar 2003 - Jun 2003
3649,Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,7.07,Special (1 eps),Dec 1993 - Dec 1993
3650,Chicchana Yukitsukai Sugar,7.07,TV (24 eps),Oct 2001 - Mar 2002
3651,Code Geass: Hangyaku no Lelouch R2 Picture Drama,7.07,Special (9 eps),Aug 2008 - Apr 2009
3652,Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!,7.07,Movie (1 eps),Apr 2013 - Apr 2013
3653,Crayon Shin-chan Movie 29: Mystery Meki! Hana no Tenkasu Gakuen,7.07,Movie (1 eps),Jul 2021 - Jul 2021
3654,Dirty Pair: Lovely Angels yori Ai wo Komete,7.07,OVA (2 eps),Jan 1987 - Jan 1987
3655,Doraemon Movie 14: Nobita to Buriki no Labyrinth,7.07,Movie (1 eps),Mar 1993 - Mar 1993
3656,Escaflowne,7.07,Movie (1 eps),Jun 2000 - Jun 2000
3657,Flanders no Inu, Boku no Patrasche,7.07,TV (26 eps),Oct 1992 - Mar 1993
3658,GA: Geijutsuka Art Design Class: Aozora ga Kakitai,7.07,OVA (1 eps),Apr 2010 - Apr 2010
3659,Gyokou no Nikuko-chan,7.07,Movie (1 eps),Jun 2021 - Jun 2021
3660,Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,7.07,Movie (1 eps),Oct 2014 - Oct 2014
3661,Hello! Sandybell,7.07,TV (47 eps),Mar 1981 - Feb 1982
3662,Hetalia Axis Powers Movie: Paint it, White,7.07,Movie (1 eps),Jun 2010 - Jun 2010
3663,Hiatari Ryoukou!,7.07,TV (48 eps),Mar 1987 - Mar 1988
3664,Jie Yao,7.07,ONA (13 eps),Jan 2020 - Mar 2020
3665,Kaisou Ressha,7.07,Music (1 eps),Aug 2021 - Aug 2021
3666,Kiddy Grade: Truth Dawn,7.07,Movie (1 eps),Sep 2007 - Sep 2007
3667,Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,7.07,Movie (1 eps),Dec 1996 - Dec 1996
3668,Last Exile: Ginyoku no Fam,7.07,TV (21 eps),Oct 2011 - Mar 2012
3669,Machine-Doll wa Kizutsukanai,7.07,TV (12 eps),Oct 2013 - Dec 2013
3670,All Out!!,7.06,TV (25 eps),Oct 2016 - Mar 2017
3671,Armitage III: Poly-Matrix,7.06,Movie (1 eps),Apr 1996 - Apr 1996
3672,Chou Mashin Eiyuuden Wataru,7.06,TV (51 eps),Oct 1997 - Sep 1998
3673,Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,7.06,Movie (1 eps),Apr 2016 - Apr 2016
3674,Dakara Boku wa Ongaku wo Yameta,7.06,Music (1 eps),Apr 2019 - Apr 2019
3675,Deltora Quest,7.06,TV (65 eps),Jan 2007 - Mar 2008
3676,Digimon Tamers: Bousou Digimon Tokkyuu,7.06,Movie (1 eps),Mar 2002 - Mar 2002
3677,Doubutsu no Mori,7.06,Movie (1 eps),Dec 2006 - Dec 2006
3678,Dragon Ball Z Movie 15: Fukkatsu no "F",7.06,Movie (1 eps),Apr 2015 - Apr 2015
3679,ef: A Tale of Memories. - Prologue,7.06,Special (1 eps),Aug 2007 - Aug 2007
3680,Great Mazinger,7.06,TV (56 eps),Sep 1974 - Sep 1975
3681,Gunjou,7.06,Music (1 eps),Dec 2020 - Dec 2020
3682,Haiyore! Nyaruko-san W: W ni Sayonara/Kono Onsen ni Koi no Konton wo,7.06,OVA (1 eps),Apr 2014 - Apr 2014
3683,Hidamari no Ki,7.06,TV (25 eps),Apr 2000 - Sep 2000
3684,Iria: Zeiram The Animation,7.06,OVA (6 eps),Jun 1994 - Nov 1994
3685,Kannagi: Moshimo Kannagi ga Attara...,7.06,Special (1 eps),May 2009 - May 2009
3686,Kemurikusa (TV),7.06,TV (12 eps),Jan 2019 - Mar 2019
3687,Kirakira☆Precure A La Mode,7.06,TV (49 eps),Feb 2017 - Jan 2018
3688,Koe no Katachi Specials,7.06,Special (2 eps),May 2017 - May 2017
3689,Koi Kaze,7.06,TV (13 eps),Apr 2004 - Jun 2004
3690,Kyoukai no Rinne (TV) 3rd Season,7.06,TV (25 eps),Apr 2017 - Sep 2017
3691,Mahoromatic: Tadaima Okaeri,7.06,Special (2 eps),Oct 2009 - Oct 2009
3692,Manie-Manie: Meikyuu Monogatari,7.06,Movie (3 eps),Sep 1987 - Sep 1987
3693,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,7.06,Special (1 eps),Mar 2014 - Mar 2014
3694,MM!,7.06,TV (12 eps),Oct 2010 - Dec 2010
3695,No Guns Life 2nd Season,7.06,TV (12 eps),Jul 2020 - Sep 2020
3696,Ookami to Koushinryou II: Holo no Short Anime,7.06,Special (2 eps),Oct 2009 - Nov 2009
3697,Osake wa Fuufu ni Natte kara: Yuzu Atsukan,7.06,ONA (1 eps),Oct 2018 - Oct 2018
3698,Red Garden,7.06,TV (22 eps),Oct 2006 - Mar 2007
3699,Reikenzan: Hoshikuzu-tachi no Utage,7.06,TV (12 eps),Jan 2016 - Mar 2016
3700,Saint Seiya: Soul of Gold,7.06,ONA (13 eps),Apr 2015 - Sep 2015
3701,Sekai Seifuku: Bouryaku no Zvezda,7.06,TV (12 eps),Jan 2014 - Mar 2014
3702,Sekirei,7.06,TV (12 eps),Jul 2008 - Sep 2008
3703,Shakunetsu no Takkyuu Musume,7.06,TV (12 eps),Oct 2016 - Dec 2016
3704,Strike the Blood,7.06,TV (24 eps),Oct 2013 - Mar 2014
3705,Taiho Shichau zo Special,7.06,TV (20 eps),Mar 1999 - Apr 1999
3706,Tenjou Tenge: The Past Chapter,7.06,Movie (1 eps),Mar 2005 - Mar 2005
3707,Toaru Kagaku no Railgun S: Motto Marutto Railgun,7.06,Special (2 eps),Jul 2013 - Nov 2013
3708,Tokyo Magnitude 8.0 Recap,7.06,Special (1 eps),Dec 2009 - Dec 2009
3709,Tongari Boushi no Memole,7.06,TV (50 eps),Mar 1984 - Mar 1985
3710,Unico: Mahou no Shima e,7.06,Movie (1 eps),Jul 1983 - Jul 1983
3711,Urusei Yatsura Movie 1: Only You,7.06,Movie (1 eps),Feb 1983 - Feb 1983
3712,Usavich II,7.06,TV (13 eps),Oct 2007 - Jan 2008
3713,Wu Shan Wu Xing,7.06,ONA (1 eps),Dec 2016 - Dec 2016
3714,Ze Tian Ji 4th Season,7.06,ONA (12 eps),Aug 2018 - Oct 2018
3715,Mazinkaiser SKL,7.05,OVA (3 eps),Nov 2010 - Apr 2011
3716,Minami no Niji no Lucy,7.05,TV (50 eps),Jan 1982 - Dec 1982
3717,Mushibugyou OVA,7.05,OVA (3 eps),Jul 2014 - Jan 2015
3718,Nisekoi: OVA,7.05,OVA (2 eps),Jan 2016 - Jan 2016
3719,Oshiete! Galko-chan,7.05,TV (12 eps),Jan 2016 - Mar 2016
3720,Photon,7.05,OVA (6 eps),Nov 1997 - Feb 1999
3721,Pokemon XY&Z Specials,7.05,Special (2 eps),Nov 2016 - Nov 2016
3722,Pokemon: Mewtwo! Ware wa Koko ni Ari,7.05,Special (1 eps),Dec 2000 - Dec 2000
3723,Princess Connect! Re:Dive,7.05,TV (13 eps),Apr 2020 - Jun 2020
3724,Red Shoes,7.05,Movie (1 eps),Jul 2019 - Jul 2019
3725,Rockman.EXE Beast,7.05,TV (25 eps),Oct 2005 - Apr 2006
3726,Rockman.EXE Stream,7.05,TV (51 eps),Oct 2004 - Sep 2005
3727,Roujin Z,7.05,Movie (1 eps),Sep 1991 - Sep 1991
3728,Seikimatsu Occult Gakuin,7.05,TV (13 eps),Jul 2010 - Sep 2010
3729,Seirei Gensouki,7.05,TV (12 eps),Jul 2021 - Sep 2021
3730,Sekirei: Hajimete no Otsukai,7.05,Special (1 eps),Mar 2009 - Mar 2009
3731,Shakunetsu Kabaddi,7.05,TV (12 eps),Apr 2021 - Jun 2021
3732,Shangri-La,7.05,TV (24 eps),Apr 2009 - Sep 2009
3733,Sousei no Aquarion OVA,7.05,OVA (2 eps),May 2007 - Nov 2007
3734,Stars*Collection!,7.05,ONA (? eps),Jan 2022 -
3735,Street Fighter II V,7.05,TV (29 eps),Apr 1995 - Nov 1995
3736,Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou Iinkai,7.05,Movie (1 eps),Dec 2016 - Dec 2016
3737,Tokyo Mew Mew,7.05,TV (52 eps),Apr 2002 - Mar 2003
3738,Tsugumomo,7.05,TV (12 eps),Apr 2017 - Jun 2017
3739,Tu Bian Ying Xiong Leaf,7.05,ONA (12 eps),Apr 2018 - Jul 2018
3740,Wasurenagumo,7.05,Special (1 eps),Mar 2012 - Mar 2012
3741,Yuri Kuma Arashi,7.05,TV (12 eps),Jan 2015 - Mar 2015
3742,11-nin Iru!,7.05,Movie (1 eps),Nov 1986 - Nov 1986
3743,3-gatsu no Lion meets Bump of Chicken,7.05,Music (1 eps),Dec 2014 - Dec 2014
3744,Akazukin Chacha OVA,7.05,OVA (3 eps),Dec 1995 - Mar 1996
3745,Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,7.05,Special (1 eps),Oct 2011 - Oct 2011
3746,Blame! Movie,7.05,Movie (1 eps),May 2017 - May 2017
3747,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,7.05,OVA (1 eps),Sep 2012 - Sep 2012
3748,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,7.05,TV (12 eps),Apr 2017 - Jul 2017
3749,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,7.05,OVA (1 eps),Dec 2016 - Dec 2016
3750,Fate/kaleid liner Prisma☆Illya,7.05,TV (10 eps),Jul 2013 - Sep 2013
3751,Futari wa Precure,7.05,TV (49 eps),Feb 2004 - Jan 2005
3752,Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,7.05,OVA (2 eps),Mar 2015 - Jun 2016
3753,Geragera Boes Monogatari,7.05,TV (52 eps),Apr 1987 - Mar 1988
3754,Hakuouki OVA (2021),7.05,OVA (3 eps),Nov 2021 - Jan 2022
3755,Heisei Inu Monogatari Bow,7.05,TV (40 eps),Oct 1993 - Sep 1994
3756,I Wanna,7.05,Music (1 eps),Feb 2022 - Feb 2022
3757,Kaibutsu Oujo (OVA),7.05,OVA (3 eps),Dec 2010 - Oct 2011
3758,Kiddy Grade: Maelstrom,7.05,Movie (1 eps),Jun 2007 - Jun 2007
3759,Kirarin☆Revolution,7.05,TV (153 eps),Apr 2006 - Mar 2009
3760,Kodomo no Jikan Ni Gakki,7.05,OVA (3 eps),Feb 2009 - Jul 2009
3761,Kodomo no Jikan OVA,7.05,OVA (3 eps),Sep 2007 - Jan 2011
3762,Kyou no 5 no 2 (TV): Takarabako,7.05,OVA (1 eps),Oct 2009 - Oct 2009
3763,Log Horizon: Entaku Houkai,7.05,TV (12 eps),Jan 2021 - Mar 2021
3764,Ajin Part 2 OVA,7.04,OVA (1 eps),Apr 2017 - Apr 2017
3765,Asatte no Houkou.,7.04,TV (12 eps),Oct 2006 - Dec 2006
3766,Azur Lane: Bisoku Zenshin!,7.04,TV (12 eps),Jan 2021 - Mar 2021
3767,Black★Rock Shooter,7.04,Music (1 eps),Jun 2008 - Jun 2008
3768,Daisuki! BuBu ChaCha,7.04,TV (26 eps),May 2001 - Nov 2001
3769,Danball Senki W,7.04,TV (58 eps),Jan 2012 - Mar 2013
3770,Daybreak Interlude,7.04,Music (1 eps),Sep 2017 - Sep 2017
3771,Doraemon Movie 03: Nobita no Daimakyou,7.04,Movie (1 eps),Mar 1982 - Mar 1982
3772,Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,7.04,Movie (1 eps),Jul 1991 - Jul 1991
3773,Dragon League,7.04,TV (39 eps),May 1993 - Feb 1994
3774,Gantz 2nd Stage,7.04,TV (13 eps),Aug 2004 - Nov 2004
3775,Golden Time (Movie),7.04,Movie (1 eps),Dec 2013 - Dec 2013
3776,Grisaia no Rakuen Specials,7.04,Special (5 eps),Aug 2015 - Dec 2015
3777,Gundam Build Divers Re:Rise,7.04,ONA (13 eps),Oct 2019 - Dec 2019
3778,Ichigo Mashimaro Episode 0,7.04,Special (1 eps),Jun 2005 - Jun 2005
3779,Joker Game,7.04,TV (12 eps),Apr 2016 - Jun 2016
3780,Kimi no Iru Machi OVA,7.04,OVA (2 eps),Jan 2014 - Mar 2014
3781,Koro-sensei Quest!,7.04,ONA (12 eps),Dec 2016 - Mar 2017
3782,Kyoukaisenjou no Horizon,7.04,TV (13 eps),Oct 2011 - Dec 2011
3783,Lupin III: Alcatraz Connection,7.04,Special (1 eps),Aug 2001 - Aug 2001
3784,Mahou no Angel Sweet Mint,7.04,TV (47 eps),May 1990 - Mar 1991
3785,Mahou no Yousei Persia,7.04,TV (48 eps),Jul 1984 - May 1985
3786,Mahoutsukai Tai!,7.04,OVA (6 eps),May 1996 - Oct 1997
3787,Mamoru-kun ni Megami no Shukufuku wo!,7.04,TV (24 eps),Oct 2006 - Mar 2007
3788,Mashiro-iro Symphony: The Color of Lovers,7.04,TV (12 eps),Oct 2011 - Dec 2011
3789,Nekopara: Koneko no Hi no Yakusoku,7.04,ONA (1 eps),Jul 2018 - Jul 2018
3790,Ninkuu,7.04,TV (55 eps),Jan 1995 - Feb 1996
3791,Nurse Angel Ririka SOS,7.04,TV (35 eps),Jul 1995 - Mar 1996
3792,Onegai! Samia Don,7.04,TV (39 eps),Apr 1985 - Feb 1986
3793,Otome wa Boku ni Koishiteru,7.04,TV (12 eps),Oct 2006 - Dec 2006
3794,Penguin's Memory: Shiawase Monogatari,7.04,Movie (1 eps),Jun 1985 - Jun 1985
3795,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,7.04,Movie (1 eps),Mar 2016 - Mar 2016
3796,Ro-Kyu-Bu! SS,7.04,TV (12 eps),Jul 2013 - Sep 2013
3797,Shin Getter Robo tai Neo Getter Robo,7.04,OVA (4 eps),Dec 2000 - Jun 2001
3798,Show By Rock!! #,7.04,TV (12 eps),Oct 2016 - Dec 2016
3799,Shuffle!,7.04,TV (24 eps),Jul 2005 - Jan 2006
3800,Solty Rei: Surechigau Kimochi de, Omoi Au Kokoro de.,7.04,Special (1 eps),Jul 2006 - Jul 2006
3801,Sore ga Seiyuu!,7.04,TV (13 eps),Jul 2015 - Sep 2015
3802,Soukou no Strain,7.04,TV (13 eps),Nov 2006 - Feb 2007
3803,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,7.04,Special (1 eps),1997 - 1997
3804,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,7.04,Special (3 eps),Nov 2011 - Oct 2012
3805,Tenjou Tenge: The Ultimate Fight,7.04,OVA (2 eps),Mar 2005 - Mar 2005
3806,Urusei Yatsura: The Shougaibutsu Suieitaikai,7.04,Special (1 eps),Dec 2008 - Dec 2008
3807,Uta no☆Prince-sama♪ Maji Love 1000%,7.04,TV (13 eps),Jul 2011 - Sep 2011
3808,Vampire Hunter D,7.04,Movie (1 eps),Dec 1985 - Dec 1985
3809,Yami no Matsuei,7.04,TV (13 eps),Oct 2000 - Dec 2000
3810,Madlax,7.03,TV (26 eps),Apr 2004 - Sep 2004
3811,Mahoutsukai no Yome: Gakuin-hen,7.03,ONA (1 eps),Mar 2019 - Mar 2019
3812,Medaka Box,7.03,TV (12 eps),Apr 2012 - Jun 2012
3813,Mekakucity Actors,7.03,TV (12 eps),Apr 2014 - Jun 2014
3814,My Little Goat,7.03,Movie (1 eps),2018 - 2018
3815,Project ARMS: The 2nd Chapter,7.03,TV (26 eps),Oct 2001 - Mar 2002
3816,Promare: Lio-hen,7.03,ONA (1 eps),May 2019 - May 2019
3817,Rekka no Honoo: Final Burning,7.03,Special (1 eps),Jun 2004 - Jun 2004
3818,Shingeki no Kyojin in the Dome: Heishi-tachi no Hoshizora,7.03,Movie (1 eps),May 2017 - May 2017
3819,Show By Rock!!,7.03,TV (12 eps),Apr 2015 - Jun 2015
3820,Stop!! Hibari-kun!,7.03,TV (35 eps),May 1983 - Jan 1984
3821,Takahashi Rumiko Gekijou Ningyo no Mori,7.03,TV (13 eps),Oct 2003 - Dec 2003
3822,Tokimeki Memorial: Only Love,7.03,TV (25 eps),Oct 2006 - Apr 2007
3823,Tokyo Ghoul √A,7.03,TV (12 eps),Jan 2015 - Mar 2015
3824,Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,7.03,Movie (1 eps),Aug 2015 - Aug 2015
3825,Aria the Origination Picture Drama,7.03,Special (7 eps),Apr 2008 - Oct 2008
3826,Azumanga Daioh: Gekijou Tanpen,7.03,Special (1 eps),Dec 2001 - Dec 2001
3827,B'T X,7.03,TV (25 eps),Apr 1996 - Sep 1996
3828,Bakusou Kyoudai Let's & Go WGP,7.03,TV (51 eps),Jan 1997 - Dec 1997
3829,Binan Koukou Chikyuu Boueibu LOVE! LOVE!,7.03,TV (12 eps),Jul 2016 - Sep 2016
3830,Blue Gender,7.03,TV (26 eps),Oct 1999 - Mar 2000
3831,Chicchana Yukitsukai Sugar Specials,7.03,Special (2 eps),Aug 2003 - Aug 2003
3832,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,7.03,Movie (1 eps),Apr 2015 - Apr 2015
3833,Danball Senki Wars,7.03,TV (37 eps),Apr 2013 - Dec 2013
3834,Densetsu Kyojin Ideon,7.03,TV (39 eps),May 1980 - Jan 1981
3835,Devilman: Yochou Sirene-hen,7.03,OVA (1 eps),Feb 1990 - Feb 1990
3836,Doraemon Movie 09: Nobita no Parallel Saiyuuki,7.03,Movie (1 eps),Mar 1988 - Mar 1988
3837,Doraemon: The Day When I Was Born,7.03,Movie (1 eps),Mar 2002 - Mar 2002
3838,Eikoku Koi Monogatari Emma: Intermission,7.03,Special (1 eps),Apr 2007 - Apr 2007
3839,Gensoumaden Saiyuuki OVA,7.03,OVA (2 eps),Apr 1999 - Aug 1999
3840,Gudetama,7.03,TV (? eps),Mar 2014 -
3841,Hayate no Gotoku! Can't Take My Eyes Off You,7.03,TV (12 eps),Oct 2012 - Dec 2012
3842,Hayate no Gotoku! Cuties,7.03,TV (12 eps),Apr 2013 - Jul 2013
3843,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,7.03,Movie (1 eps),Apr 2007 - Apr 2007
3844,Kyattou Ninden Teyandee,7.03,TV (54 eps),Feb 1990 - Feb 1991
3845,Lupin III: Moeyo Zantetsuken!,7.03,Special (1 eps),Jul 1994 - Jul 1994
3846,Lupin III: Nusumareta Lupin,7.03,Special (1 eps),Jul 2004 - Jul 2004
3847,Aikatsu on Parade!,7.02,TV (25 eps),Oct 2019 - Mar 2020
3848,Ao no 6-gou,7.02,OVA (4 eps),Oct 1998 - Mar 2000
3849,Asura,7.02,Movie (1 eps),Sep 2012 - Sep 2012
3850,Blue Seed,7.02,TV (26 eps),Oct 1994 - Mar 1995
3851,Cardfight!! Vanguard,7.02,TV (65 eps),Jan 2011 - Mar 2012
3852,Chain Chronicle: Haecceitas no Hikari Part 2,7.02,Movie (1 eps),Jan 2017 - Jan 2017
3853,Chain Chronicle: Haecceitas no Hikari Part 3,7.02,Movie (1 eps),Feb 2017 - Feb 2017
3854,Chihayafuru 2: Waga Miyo ni Furu Nagame Shima ni,7.02,OVA (1 eps),Sep 2013 - Sep 2013
3855,Code Geass: Hangyaku no Lelouch Recaps,7.02,Special (2 eps),Dec 2006 - Feb 2007
3856,Detective Conan OVA 12: The Miracle of Excalibur,7.02,OVA (1 eps),May 2012 - May 2012
