Rank|Title|Score|Episodes|Airing|Link
3509|Ace wo Nerae! 2|7.09|OVA (13 eps)|Jul 1988 - Oct 1988|https://myanimelist.net/anime/314/Ace_wo_Nerae_2
3510|Aquarion Evol|7.09|TV (26 eps)|Jan 2012 - Jun 2012|https://myanimelist.net/anime/10447/Aquarion_Evol
3511|Ashita no Joe (Movie)|7.09|Movie (1 eps)|Mar 1980 - Mar 1980|https://myanimelist.net/anime/2920/Ashita_no_Joe_Movie
3512|Bubblegum Crisis Tokyo 2040|7.09|TV (26 eps)|Oct 1998 - Apr 1999|https://myanimelist.net/anime/568/Bubblegum_Crisis_Tokyo_2040
3513|Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama|7.09|Special (1 eps)|Dec 2013 - Dec 2013|https://myanimelist.net/anime/23359/Code_Geass__Boukoku_no_Akito_2_-_Hikisakareshi_Yokuryuu_Picture_Drama
3514|Dragon League|7.09|TV (39 eps)|May 1993 - Feb 1994|https://myanimelist.net/anime/5197/Dragon_League
3515|Feng Ling Yu Xiu|7.09|ONA (12 eps)|Mar 2017 - Feb 2021|https://myanimelist.net/anime/36184/Feng_Ling_Yu_Xiu
3516|Fushigi Yuugi Special: Nakago Shikkari Shinasai!|7.09|Special (2 eps)|Jul 1996 - Jul 1996|https://myanimelist.net/anime/27567/Fushigi_Yuugi_Special__Nakago_Shikkari_Shinasai
3517|Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi|7.09|Movie (1 eps)|Dec 2005 - Dec 2005|https://myanimelist.net/anime/1931/Futari_wa_Precure__Max_Heart_Movie_2_-_Yukizora_no_Tomodachi
3518|Girls & Panzer: Dai 63-kai Senshadou Zenkoku Koukousei Taikai Recap|7.09|ONA (1 eps)|Nov 2017 - Nov 2017|https://myanimelist.net/anime/36783/Girls___Panzer__Dai_63-kai_Senshadou_Zenkoku_Koukousei_Taikai_Recap
3519|Higepiyo|7.09|TV (39 eps)|Apr 2009 - Feb 2010|https://myanimelist.net/anime/5983/Higepiyo
3520|Hinamatsuri|7.09|OVA (1 eps)|1993 - 1993|https://myanimelist.net/anime/35102/Hinamatsuri
3521|IGPX: Immortal Grand Prix (2005)|7.09|TV (13 eps)|Oct 2005 - Jan 2006|https://myanimelist.net/anime/3270/IGPX__Immortal_Grand_Prix_2005
3522|Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de Arimasu!!|7.09|Movie (1 eps)|Feb 2010 - Feb 2010|https://myanimelist.net/anime/8134/Keroro_Gunsou_Movie_5__Tanjou_Kyuukyoku_Keroro_Kiseki_no_Jikuu-jima_de_Arimasu
3523|Knight's & Magic|7.09|TV (13 eps)|Jul 2017 - Sep 2017|https://myanimelist.net/anime/34104/Knights___Magic
3524|Kuroshitsuji Picture Drama|7.09|Special (1 eps)|Jan 2010 - Jan 2010|https://myanimelist.net/anime/8068/Kuroshitsuji_Picture_Drama
3525|Mister Ajikko|7.09|TV (99 eps)|Oct 1987 - Sep 1989|https://myanimelist.net/anime/3437/Mister_Ajikko
3526|Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension|7.09|Special (1 eps)|Feb 2013 - Feb 2013|https://myanimelist.net/anime/17717/Mobile_Suit_Gundam__The_08th_MS_Team_-_A_Battle_with_the_Third_Dimension
3527|Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars|7.09|Movie (1 eps)|Mar 2006 - Mar 2006|https://myanimelist.net/anime/1969/Mobile_Suit_Zeta_Gundam__A_New_Translation_III_-_Love_Is_the_Pulse_of_the_Stars
3528|Mutafukaz|7.09|Movie (1 eps)|Oct 2018 - Oct 2018|https://myanimelist.net/anime/38292/Mutafukaz
3529|Muv-Luv Alternative: Total Eclipse|7.09|TV (24 eps)|Jul 2012 - Dec 2012|https://myanimelist.net/anime/11021/Muv-Luv_Alternative__Total_Eclipse
3530|Negima!? Natsu Special!?|7.09|OVA (1 eps)|Nov 2006 - Nov 2006|https://myanimelist.net/anime/1732/Negima_Natsu_Special
3531|One Piece Movie 01|7.09|Movie (1 eps)|Mar 2000 - Mar 2000|https://myanimelist.net/anime/459/One_Piece_Movie_01
3532|One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou|7.09|Special (1 eps)|Dec 1999 - Dec 1999|https://myanimelist.net/anime/16143/One_Piece__Kinkyuu_Kikaku_One_Piece_Kanzen_Kouryakuhou
3533|Saiki Kusuo no Ψ-nan (ONA)|7.09|ONA (1 eps)|Aug 2013 - Aug 2013|https://myanimelist.net/anime/19469/Saiki_Kusuo_no_Ψ-nan_ONA
3534|Seihou Bukyou Outlaw Star Specials|7.09|Special (2 eps)|Dec 1998 - Apr 1999|https://myanimelist.net/anime/33713/Seihou_Bukyou_Outlaw_Star_Specials
3535|Senkaiden Houshin Engi|7.09|TV (26 eps)|Jul 1999 - Dec 1999|https://myanimelist.net/anime/1108/Senkaiden_Houshin_Engi
3536|Shadow Skill: Eigi|7.09|TV (26 eps)|Jul 1998 - Dec 1998|https://myanimelist.net/anime/678/Shadow_Skill__Eigi
3537|Shippuu! Iron Leaguer|7.09|TV (52 eps)|Apr 1993 - Mar 1994|https://myanimelist.net/anime/2758/Shippuu_Iron_Leaguer
3538|Sousei no Aquarion|7.09|TV (26 eps)|Apr 2005 - Sep 2005|https://myanimelist.net/anime/478/Sousei_no_Aquarion
3539|Strike the Blood Final|7.09|OVA (4 eps)|Mar 2022 - Jul 2022|https://myanimelist.net/anime/49316/Strike_the_Blood_Final
3540|Tengen Toppa Gurren Lagann: Parallel Works|7.09|Music (8 eps)|Jun 2008 - Sep 2008|https://myanimelist.net/anime/4705/Tengen_Toppa_Gurren_Lagann__Parallel_Works
3541|Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2|7.09|Special (1 eps)|Jun 2021 - Jun 2021|https://myanimelist.net/anime/49318/Tensei_shitara_Slime_Datta_Ken_2nd_Season__Kanwa_-_Veldora_Nikki_2
3542|Tetsuwan Birdy|7.09|OVA (4 eps)|Jul 1996 - Feb 1997|https://myanimelist.net/anime/566/Tetsuwan_Birdy
3543|Tonari no Kyuuketsuki-san|7.09|TV (12 eps)|Oct 2018 - Dec 2018|https://myanimelist.net/anime/37579/Tonari_no_Kyuuketsuki-san
3544|Uma Musume: Pretty Derby - 1st Anniversary Special Animation|7.09|Special (1 eps)|Feb 2022 - Feb 2022|https://myanimelist.net/anime/51225/Uma_Musume__Pretty_Derby_-_1st_Anniversary_Special_Animation
3545|Versailles no Bara to Onna-tachi|7.09|Special (1 eps)|Sep 1980 - Sep 1980|https://myanimelist.net/anime/7861/Versailles_no_Bara_to_Onna-tachi
3546|Marco: Haha wo Tazunete Sanzenri|7.08|Movie (1 eps)|Apr 1999 - Apr 1999|https://myanimelist.net/anime/4926/Marco__Haha_wo_Tazunete_Sanzenri
3547|Masuda Kousuke Gekijou Gag Manga Biyori 3|7.08|TV (12 eps)|Mar 2008 - Jun 2008|https://myanimelist.net/anime/4056/Masuda_Kousuke_Gekijou_Gag_Manga_Biyori_3
3548|Mewkledreamy|7.08|TV (48 eps)|Apr 2020 - Apr 2021|https://myanimelist.net/anime/40327/Mewkledreamy
3549|Mokke|7.08|TV (24 eps)|Oct 2007 - Mar 2008|https://myanimelist.net/anime/2931/Mokke
3550|Muteki Koujin Daitarn 3|7.08|TV (40 eps)|Jun 1978 - Mar 1979|https://myanimelist.net/anime/3305/Muteki_Koujin_Daitarn_3
3551|Muumin|7.08|TV (65 eps)|Oct 1969 - Dec 1970|https://myanimelist.net/anime/8234/Muumin
3552|Nanatsu no Taizai: Eiyuu-tachi wa Hashagu|7.08|OVA (1 eps)|Nov 2018 - Nov 2018|https://myanimelist.net/anime/38198/Nanatsu_no_Taizai__Eiyuu-tachi_wa_Hashagu
3553|Nobunaga no Shinobi|7.08|TV (26 eps)|Oct 2016 - Mar 2017|https://myanimelist.net/anime/32829/Nobunaga_no_Shinobi
3554|Nobunaga no Shinobi: Anegawa Ishiyama-hen|7.08|TV (26 eps)|Apr 2018 - Sep 2018|https://myanimelist.net/anime/37126/Nobunaga_no_Shinobi__Anegawa_Ishiyama-hen
3555|Nonsense Bungaku|7.08|Music (1 eps)|Jul 2017 - Jul 2017|https://myanimelist.net/anime/39163/Nonsense_Bungaku
3556|Ochame na Futago: Claire Gakuin Monogatari|7.08|TV (26 eps)|Jan 1991 - Nov 1991|https://myanimelist.net/anime/2570/Ochame_na_Futago__Claire_Gakuin_Monogatari
3557|Oshiete! Galko-chan: Natsuyasumitte Hontou Desu ka?|7.08|OVA (1 eps)|Jan 2017 - Jan 2017|https://myanimelist.net/anime/33949/Oshiete_Galko-chan__Natsuyasumitte_Hontou_Desu_ka
3558|Piplup Step|7.08|Music (1 eps)|Feb 2022 - Feb 2022|https://myanimelist.net/anime/51015/Piplup_Step
3559|Pokemon Movie 20: Kimi ni Kimeta!|7.08|Movie (1 eps)|Jul 2017 - Jul 2017|https://myanimelist.net/anime/34540/Pokemon_Movie_20__Kimi_ni_Kimeta
3560|Qin Shi Mingyue: Wanli Changcheng|7.08|TV (37 eps)|Sep 2012 - Jan 2013|https://myanimelist.net/anime/15905/Qin_Shi_Mingyue__Wanli_Changcheng
3561|Ryuusei no Rockman|7.08|TV (55 eps)|Oct 2006 - Oct 2007|https://myanimelist.net/anime/1835/Ryuusei_no_Rockman
3562|Seikai no Danshou: Tanjou|7.08|Special (1 eps)|Aug 2000 - Aug 2000|https://myanimelist.net/anime/1124/Seikai_no_Danshou__Tanjou
3563|Shachiku-san wa Youjo Yuurei ni Iyasaretai.|7.08|TV (12 eps)|Apr 2022 - Jun 2022|https://myanimelist.net/anime/49160/Shachiku-san_wa_Youjo_Yuurei_ni_Iyasaretai
3564|Shakugan no Shana-tan|7.08|Special (4 eps)|Jan 2006 - Apr 2007|https://myanimelist.net/anime/1066/Shakugan_no_Shana-tan
3565|Show by Rock!! Stars!!|7.08|TV (12 eps)|Jan 2021 - Mar 2021|https://myanimelist.net/anime/41520/Show_by_Rock_Stars
3566|Space Adventure Cobra|7.08|Movie (1 eps)|Jul 1982 - Jul 1982|https://myanimelist.net/anime/2452/Space_Adventure_Cobra
3567|Tesagure! Bukatsumono Encore|7.08|TV (12 eps)|Jan 2014 - Mar 2014|https://myanimelist.net/anime/21851/Tesagure_Bukatsumono_Encore
3568|Tetsuwan Atom|7.08|TV (193 eps)|Jan 1963 - Dec 1966|https://myanimelist.net/anime/2747/Tetsuwan_Atom
3569|Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari|7.08|Special (1 eps)|Aug 2013 - Aug 2013|https://myanimelist.net/anime/20035/Toaru_Majutsu_no_Index-tan_Movie__Endymion_no_Kiseki_-_Ga_Attari_Nakattari
3570|Tokyo Majin Gakuen Kenpucho: Tou|7.08|TV (14 eps)|Jan 2007 - Apr 2007|https://myanimelist.net/anime/1860/Tokyo_Majin_Gakuen_Kenpucho__Tou
3571|Trinity Seven|7.08|TV (12 eps)|Oct 2014 - Dec 2014|https://myanimelist.net/anime/25157/Trinity_Seven
3572|Yuugo: Koushounin|7.08|TV (13 eps)|Feb 2004 - May 2004|https://myanimelist.net/anime/1246/Yuugo__Koushounin
3573|Zero kara Hajimeru Mahou no Sho|7.08|TV (12 eps)|Apr 2017 - Jun 2017|https://myanimelist.net/anime/34176/Zero_kara_Hajimeru_Mahou_no_Sho
3574|.hack//The Movie: Sekai no Mukou ni|7.08|Movie (1 eps)|Jan 2012 - Jan 2012|https://myanimelist.net/anime/11375/hack__The_Movie__Sekai_no_Mukou_ni
3575|7 Seeds 2nd Season|7.08|ONA (12 eps)|Mar 2020 - Mar 2020|https://myanimelist.net/anime/40602/7_Seeds_2nd_Season
3576|Aishen Qiaokeli-ing...II|7.08|ONA (15 eps)|Dec 2017 - Apr 2018|https://myanimelist.net/anime/36848/Aishen_Qiaokeli-ingII
3577|Anime Himitsu no Hanazono|7.08|TV (39 eps)|Apr 1991 - Mar 1992|https://myanimelist.net/anime/2810/Anime_Himitsu_no_Hanazono
3578|Another World|7.08|ONA (3 eps)|Sep 2019 - Oct 2019|https://myanimelist.net/anime/40295/Another_World
3579|BanG Dream!: Asonjatta!|7.08|Special (1 eps)|Nov 2017 - Nov 2017|https://myanimelist.net/anime/34870/BanG_Dream__Asonjatta
3580|Bishoujo Senshi Sailor Moon Crystal|7.08|ONA (26 eps)|Jul 2014 - Jul 2015|https://myanimelist.net/anime/14751/Bishoujo_Senshi_Sailor_Moon_Crystal
3581|Bokura no Live Kimi to no Life|7.08|Music (1 eps)|Aug 2010 - Aug 2010|https://myanimelist.net/anime/9907/Bokura_no_Live_Kimi_to_no_Life
3582|Boogiepop wa Warawanai (2019)|7.08|TV (18 eps)|Jan 2019 - Mar 2019|https://myanimelist.net/anime/37451/Boogiepop_wa_Warawanai_2019
3583|Chirin no Suzu|7.08|Movie (1 eps)|Mar 1978 - Mar 1978|https://myanimelist.net/anime/2199/Chirin_no_Suzu
3584|Cobra The Animation|7.08|TV (13 eps)|Jan 2010 - Mar 2010|https://myanimelist.net/anime/5032/Cobra_The_Animation
3585|Crayon Shin-chan Movie 29: Mystery Meki! Hana no Tenkasu Gakuen|7.08|Movie (1 eps)|Jul 2021 - Jul 2021|https://myanimelist.net/anime/44616/Crayon_Shin-chan_Movie_29__Mystery_Meki_Hana_no_Tenkasu_Gakuen
3586|Di Gi Charat Nyo|7.08|TV (104 eps)|Apr 2003 - Mar 2004|https://myanimelist.net/anime/1683/Di_Gi_Charat_Nyo
3587|Digimon X-Evolution|7.08|Movie (1 eps)|Jan 2005 - Jan 2005|https://myanimelist.net/anime/2123/Digimon_X-Evolution
3588|Dirty Pair: The Movie|7.08|Movie (1 eps)|Mar 1987 - Mar 1987|https://myanimelist.net/anime/1796/Dirty_Pair__The_Movie
3589|Doraemon Movie 01: Nobita no Kyouryuu|7.08|Movie (1 eps)|Mar 1980 - Mar 1980|https://myanimelist.net/anime/3727/Doraemon_Movie_01__Nobita_no_Kyouryuu
3590|Doraemon Movie 11: Nobita to Animal Planet|7.08|Movie (1 eps)|Mar 1990 - Mar 1990|https://myanimelist.net/anime/2677/Doraemon_Movie_11__Nobita_to_Animal_Planet
3591|Dual! Parallel Lun-Lun Monogatari|7.08|TV (13 eps)|Apr 1999 - Jul 1999|https://myanimelist.net/anime/992/Dual_Parallel_Lun-Lun_Monogatari
3592|Gosick: Utsukushiki Kaibutsu wa Konton no Sen wo Shimiru|7.08|Special (1 eps)|Mar 2011 - Mar 2011|https://myanimelist.net/anime/10504/Gosick__Utsukushiki_Kaibutsu_wa_Konton_no_Sen_wo_Shimiru
3593|Gunnm|7.08|OVA (2 eps)|Jun 1993 - Aug 1993|https://myanimelist.net/anime/1016/Gunnm
3594|Hello! Sandybell|7.08|TV (47 eps)|Mar 1981 - Feb 1982|https://myanimelist.net/anime/2799/Hello_Sandybell
3595|Highschool of the Dead|7.08|TV (12 eps)|Jul 2010 - Sep 2010|https://myanimelist.net/anime/8074/Highschool_of_the_Dead
3596|Inou-Battle wa Nichijou-kei no Naka de|7.08|TV (12 eps)|Oct 2014 - Dec 2014|https://myanimelist.net/anime/25159/Inou-Battle_wa_Nichijou-kei_no_Naka_de
3597|Jahy-sama wa Kujikenai!|7.08|TV (20 eps)|Aug 2021 - Dec 2021|https://myanimelist.net/anime/48753/Jahy-sama_wa_Kujikenai
3598|Kanon|7.08|TV (13 eps)|Jan 2002 - Mar 2002|https://myanimelist.net/anime/144/Kanon
3599|Kikou Souseiki Mospeada|7.07|TV (25 eps)|Oct 1983 - Mar 1984|https://myanimelist.net/anime/3670/Kikou_Souseiki_Mospeada
3600|"Kokoro Magic ""A to Z"""|7.08|Music (1 eps)|Oct 2019 - Oct 2019|https://myanimelist.net/anime/41202/Kokoro_Magic_A_to_Z
3601|Kono Sekai no Tanoshimikata: Secret Story Film|7.08|Movie (1 eps)|Dec 2020 - Dec 2020|https://myanimelist.net/anime/42750/Kono_Sekai_no_Tanoshimikata__Secret_Story_Film
3602|Lostorage Conflated WIXOSS|7.08|TV (12 eps)|Apr 2018 - Jun 2018|https://myanimelist.net/anime/34607/Lostorage_Conflated_WIXOSS
3603|Zhen Hun Jie: Bei Luo Shi Men Pian Part 1|7.08|ONA (5 eps)|Dec 2019 - Jan 2020|https://myanimelist.net/anime/40733/Zhen_Hun_Jie__Bei_Luo_Shi_Men_Pian_Part_1
3604|Machine-Doll wa Kizutsukanai|7.07|TV (12 eps)|Oct 2013 - Dec 2013|https://myanimelist.net/anime/17247/Machine-Doll_wa_Kizutsukanai
3605|Mahou Shoujo-tai Arusu|7.07|TV (40 eps)|Apr 2004 - Mar 2005|https://myanimelist.net/anime/872/Mahou_Shoujo-tai_Arusu
3606|Medarot|7.07|TV (52 eps)|Jul 1999 - Jun 2000|https://myanimelist.net/anime/1138/Medarot
3607|MEMORiES MELODiES|7.07|Music (1 eps)|Dec 2015 - Dec 2015|https://myanimelist.net/anime/32030/MEMORiES_MELODiES
3608|Momokuri|7.07|ONA (26 eps)|Dec 2015 - Feb 2016|https://myanimelist.net/anime/30014/Momokuri
3609|Negima!? Haru Special!?|7.07|OVA (1 eps)|Oct 2006 - Oct 2006|https://myanimelist.net/anime/1619/Negima_Haru_Special
3610|Nintama Rantarou|7.07|TV (? eps)|Apr 1993 -|https://myanimelist.net/anime/1199/Nintama_Rantarou
3611|Onegai! Samia Don|7.07|TV (39 eps)|Apr 1985 - Feb 1986|https://myanimelist.net/anime/2805/Onegai_Samia_Don
3612|Persona 5 the Animation: The Day Breakers|7.07|Special (1 eps)|Sep 2016 - Sep 2016|https://myanimelist.net/anime/31645/Persona_5_the_Animation__The_Day_Breakers
3613|Pokemon Movie 03: Kesshoutou no Teiou Entei|7.07|Movie (1 eps)|Jul 2000 - Jul 2000|https://myanimelist.net/anime/1118/Pokemon_Movie_03__Kesshoutou_no_Teiou_Entei
3614|Riding Bean|7.07|OVA (1 eps)|Feb 1989 - Feb 1989|https://myanimelist.net/anime/917/Riding_Bean
3615|Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai|7.07|Special (1 eps)|Jan 2015 - Jan 2015|https://myanimelist.net/anime/29317/Saenai_Heroine_no_Sodatekata__Ai_to_Seishun_no_Service-kai
3616|Saishuu Heiki Kanojo: Another Love Song|7.07|OVA (2 eps)|Aug 2005 - Sep 2005|https://myanimelist.net/anime/609/Saishuu_Heiki_Kanojo__Another_Love_Song
3617|Sasameki Koto|7.07|TV (13 eps)|Oct 2009 - Dec 2009|https://myanimelist.net/anime/6203/Sasameki_Koto
3618|Seisenshi Dunbine|7.07|TV (49 eps)|Feb 1983 - Jan 1984|https://myanimelist.net/anime/929/Seisenshi_Dunbine
3619|The God of High School|7.07|TV (13 eps)|Jul 2020 - Sep 2020|https://myanimelist.net/anime/41353/The_God_of_High_School
3620|Uchuu Senkan Yamato III|7.07|TV (25 eps)|Oct 1980 - Apr 1981|https://myanimelist.net/anime/1652/Uchuu_Senkan_Yamato_III
3621|Umineko no Naku Koro ni|7.07|TV (26 eps)|Jul 2009 - Dec 2009|https://myanimelist.net/anime/4896/Umineko_no_Naku_Koro_ni
3622|Usavich III|7.07|TV (13 eps)|Oct 2008 - May 2009|https://myanimelist.net/anime/5397/Usavich_III
3623|Yakushiji Ryouko no Kaiki Jikenbo|7.07|TV (13 eps)|Jul 2008 - Sep 2008|https://myanimelist.net/anime/3614/Yakushiji_Ryouko_no_Kaiki_Jikenbo
3624|Yoroiden Samurai Troopers|7.07|TV (39 eps)|Apr 1988 - Mar 1989|https://myanimelist.net/anime/1264/Yoroiden_Samurai_Troopers
3625|Ace wo Nerae!|7.07|TV (26 eps)|Oct 1973 - Mar 1974|https://myanimelist.net/anime/311/Ace_wo_Nerae
3626|Ao no Exorcist: Ura Ex|7.07|Special (10 eps)|Jun 2011 - Mar 2012|https://myanimelist.net/anime/10647/Ao_no_Exorcist__Ura_Ex
3627|Appleseed (Movie)|7.07|Movie (1 eps)|Apr 2004 - Apr 2004|https://myanimelist.net/anime/54/Appleseed_Movie
3628|Aru Tabibito no Nikki|7.07|ONA (6 eps)|Mar 2003 - Jun 2003|https://myanimelist.net/anime/1205/Aru_Tabibito_no_Nikki
3629|Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi|7.07|Special (1 eps)|Dec 1993 - Dec 1993|https://myanimelist.net/anime/2937/Bishoujo_Senshi_Sailor_Moon_R__Make_Up_Sailor_Senshi
3630|Chicchana Yukitsukai Sugar|7.07|TV (24 eps)|Oct 2001 - Mar 2002|https://myanimelist.net/anime/831/Chicchana_Yukitsukai_Sugar
3631|Code Geass: Hangyaku no Lelouch R2 Picture Drama|7.07|Special (9 eps)|Aug 2008 - Apr 2009|https://myanimelist.net/anime/5163/Code_Geass__Hangyaku_no_Lelouch_R2_Picture_Drama
3632|Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!|7.07|Movie (1 eps)|Apr 2013 - Apr 2013|https://myanimelist.net/anime/17113/Crayon_Shin-chan_Movie_21__Bakauma_B-Kyuu_Gourmet_Survival_Battle
3633|Dirty Pair: Lovely Angels yori Ai wo Komete|7.07|OVA (2 eps)|Jan 1987 - Jan 1987|https://myanimelist.net/anime/1803/Dirty_Pair__Lovely_Angels_yori_Ai_wo_Komete
3634|Doraemon Movie 14: Nobita to Buriki no Labyrinth|7.07|Movie (1 eps)|Mar 1993 - Mar 1993|https://myanimelist.net/anime/2659/Doraemon_Movie_14__Nobita_to_Buriki_no_Labyrinth
3635|GA: Geijutsuka Art Design Class: Aozora ga Kakitai|7.07|OVA (1 eps)|Apr 2010 - Apr 2010|https://myanimelist.net/anime/6959/GA__Geijutsuka_Art_Design_Class__Aozora_ga_Kakitai
3636|Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!|7.07|Special (1 eps)|Oct 2007 - Oct 2007|https://myanimelist.net/anime/3219/Gakuen_Utopia_Manabi_Straight__Natsu_da_Manabi_da_Kyouka_Gasshuku_da
3637|Giniro no Kami no Agito|7.07|Movie (1 eps)|Jan 2006 - Jan 2006|https://myanimelist.net/anime/1140/Giniro_no_Kami_no_Agito
3638|Grander Musashi RV|7.07|TV (39 eps)|Apr 1998 - Dec 1998|https://myanimelist.net/anime/2416/Grander_Musashi_RV
3639|Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina|7.07|Movie (1 eps)|Oct 2014 - Oct 2014|https://myanimelist.net/anime/23083/Happiness_Charge_PreCure_Movie__Ningyou_no_Kuni_no_Ballerina
3640|Hetalia Axis Powers Movie: Paint it, White|7.07|Movie (1 eps)|Jun 2010 - Jun 2010|https://myanimelist.net/anime/7337/Hetalia_Axis_Powers_Movie__Paint_it_White
3641|Hiatari Ryoukou!|7.07|TV (48 eps)|Mar 1987 - Mar 1988|https://myanimelist.net/anime/729/Hiatari_Ryoukou
3642|Hidamari no Ki|7.07|TV (25 eps)|Apr 2000 - Sep 2000|https://myanimelist.net/anime/2694/Hidamari_no_Ki
3643|Jie Yao|7.07|ONA (13 eps)|Jan 2020 - Mar 2020|https://myanimelist.net/anime/41051/Jie_Yao
3644|Juuni Senshi Bakuretsu Eto Ranger|7.07|TV (39 eps)|Apr 1995 - Jan 1996|https://myanimelist.net/anime/2757/Juuni_Senshi_Bakuretsu_Eto_Ranger
3645|Kaiketsu Zorori|7.07|TV (52 eps)|Feb 2004 - Feb 2005|https://myanimelist.net/anime/3638/Kaiketsu_Zorori
3646|Kiddy Grade: Truth Dawn|7.07|Movie (1 eps)|Sep 2007 - Sep 2007|https://myanimelist.net/anime/3223/Kiddy_Grade__Truth_Dawn
3647|Kikoushi Enma|7.07|OVA (4 eps)|Aug 2006 - Mar 2007|https://myanimelist.net/anime/1556/Kikoushi_Enma
3648|Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin|7.07|Movie (1 eps)|Dec 1996 - Dec 1996|https://myanimelist.net/anime/2077/Kindaichi_Shounen_no_Jikenbo_Movie_1__Operazakan_-_Aratanaru_Satsujin
3649|Kyoukaisen|7.07|Music (1 eps)|Oct 2021 - Oct 2021|https://myanimelist.net/anime/50098/Kyoukaisen
3650|Last Exile: Ginyoku no Fam|7.07|TV (21 eps)|Oct 2011 - Mar 2012|https://myanimelist.net/anime/10336/Last_Exile__Ginyoku_no_Fam
3651|Armitage III: Poly-Matrix|7.06|Movie (1 eps)|Apr 1996 - Apr 1996|https://myanimelist.net/anime/493/Armitage_III__Poly-Matrix
3652|Bouto|7.06|Music (1 eps)|May 2022 - May 2022|https://myanimelist.net/anime/51912/Bouto
3653|Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki|7.06|Movie (1 eps)|Apr 2016 - Apr 2016|https://myanimelist.net/anime/31978/Crayon_Shin-chan_Movie_24__Bakusui_Yumemi_World_Dai_Totsugeki
3654|Dakara Boku wa Ongaku wo Yameta|7.06|Music (1 eps)|Apr 2019 - Apr 2019|https://myanimelist.net/anime/41181/Dakara_Boku_wa_Ongaku_wo_Yameta
3655|Digimon Tamers: Bousou Digimon Tokkyuu|7.06|Movie (1 eps)|Mar 2002 - Mar 2002|https://myanimelist.net/anime/3033/Digimon_Tamers__Bousou_Digimon_Tokkyuu
3656|Doubutsu no Mori|7.06|Movie (1 eps)|Dec 2006 - Dec 2006|https://myanimelist.net/anime/2950/Doubutsu_no_Mori
3657|"Dragon Ball Z Movie 15: Fukkatsu no ""F"""|7.06|Movie (1 eps)|Apr 2015 - Apr 2015|https://myanimelist.net/anime/25389/Dragon_Ball_Z_Movie_15__Fukkatsu_no_F
3658|ef: A Tale of Memories. - Prologue|7.06|Special (1 eps)|Aug 2007 - Aug 2007|https://myanimelist.net/anime/6361/ef__A_Tale_of_Memories_-_Prologue
3659|Escaflowne|7.06|Movie (1 eps)|Jun 2000 - Jun 2000|https://myanimelist.net/anime/393/Escaflowne
3660|Great Mazinger|7.06|TV (56 eps)|Sep 1974 - Sep 1975|https://myanimelist.net/anime/5658/Great_Mazinger
3661|Haiyore! Nyaruko-san W: W ni Sayonara/Kono Onsen ni Koi no Konton wo|7.06|OVA (1 eps)|Apr 2014 - Apr 2014|https://myanimelist.net/anime/23619/Haiyore_Nyaruko-san_W__W_ni_Sayonara_Kono_Onsen_ni_Koi_no_Konton_wo
3662|Iria: Zeiram The Animation|7.06|OVA (6 eps)|Jun 1994 - Nov 1994|https://myanimelist.net/anime/432/Iria__Zeiram_The_Animation
3663|Jiyi Guanli Ju|7.06|ONA (1 eps)|Sep 2020 - Sep 2020|https://myanimelist.net/anime/50462/Jiyi_Guanli_Ju
3664|Kannagi: Moshimo Kannagi ga Attara...|7.06|Special (1 eps)|May 2009 - May 2009|https://myanimelist.net/anime/5978/Kannagi__Moshimo_Kannagi_ga_Attara
3665|Kemurikusa (TV)|7.06|TV (12 eps)|Jan 2019 - Mar 2019|https://myanimelist.net/anime/37302/Kemurikusa_TV
3666|Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu|7.06|TV (12 eps)|Jul 2022 - Sep 2022|https://myanimelist.net/anime/51213/Kinsou_no_Vermeil__Gakeppuchi_Majutsushi_wa_Saikyou_no_Yakusai_to_Mahou_Sekai_wo_Tsukisusumu
3667|Kirakira☆Precure A La Mode|7.06|TV (49 eps)|Feb 2017 - Jan 2018|https://myanimelist.net/anime/34290/Kirakira☆Precure_A_La_Mode
3668|Koe no Katachi Specials|7.06|Special (2 eps)|May 2017 - May 2017|https://myanimelist.net/anime/35566/Koe_no_Katachi_Specials
3669|Koi Kaze|7.06|TV (13 eps)|Apr 2004 - Jun 2004|https://myanimelist.net/anime/634/Koi_Kaze
