Rank,Title,Score,Episodes,Airing
4767,Peter Pan no Bouken,6.81,TV (41 eps),Jan 1989 - Dec 1989
4768,Pokemon: Pikachu no Natsuyasumi,6.81,Movie (1 eps),Jul 1998 - Jul 1998
4769,Pygmalio,6.81,TV (39 eps),Nov 1990 - Sep 1991
4770,Qin Shi Ming Yue: Junlin Tianxia,6.81,ONA (75 eps),Dec 2014 - Nov 2017
4771,Robotica*Robotics,6.81,OVA (1 eps),Aug 2010 - Aug 2010
4772,Sakamoto Desu ga? Special,6.81,Special (1 eps),Sep 2016 - Sep 2016
4773,Seiken Tsukai no World Break,6.81,TV (12 eps),Jan 2015 - Mar 2015
4774,Shichinin no Nana,6.81,TV (25 eps),Jan 2002 - Jun 2002
4775,Shinkyoku Soukai Polyphonica,6.81,TV (12 eps),Apr 2007 - Jun 2007
4776,Shinmai Maou no Testament Burst Specials,6.81,Special (5 eps),Dec 2015 - Apr 2016
4777,Sumikko Gurashi Movie 1: Tobidasu Ehon to Himitsu no Ko,6.81,Movie (1 eps),Nov 2019 - Nov 2019
4778,Super Robot Taisen OG: Divine Wars,6.81,TV (25 eps),Oct 2006 - Mar 2007
4779,Taishou Roman,6.81,Music (1 eps),Sep 2021 - Sep 2021
4780,Tatsu no Ko Tarou,6.81,Movie (1 eps),Mar 1979 - Mar 1979
4781,Tenshi ni Narumon!,6.81,TV (26 eps),Apr 1999 - Sep 1999
4782,Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,6.81,OVA (1 eps),Mar 2014 - Mar 2014
4783,Toaru Majutsu no Index III,6.81,TV (26 eps),Oct 2018 - Apr 2019
4784,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,6.81,OVA (2 eps),Jul 2006 - Oct 2006
4785,Vanitas no Karte: Le Chemin Parcouru Depuis la Rencontre,6.81,Special (1 eps),Dec 2021 - Dec 2021
4786,Wellber no Monogatari: Sisters of Wellber Zwei,6.81,TV (13 eps),Jan 2008 - Mar 2008
4787,X OVA,6.81,OVA (1 eps),Aug 2001 - Aug 2001
4788,Xing Hai Qishi,6.81,ONA (7 eps),Dec 2020 - Feb 2021
4789,Zuori Qing Kong,6.81,Movie (1 eps),Oct 2018 - Oct 2018
4790,100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,6.81,TV (12 eps),Jul 2021 - Sep 2021
4791,1000-nen Joou: Queen Millennia,6.81,Movie (1 eps),Mar 1982 - Mar 1982
4792,Aru Nihon no Ekaki Shounen,6.81,Movie (1 eps),Mar 2019 - Mar 2019
4793,Azur Lane: Bisoku Zenshin! Hokorashiki Bokou ni Shukusai wo,6.81,Special (1 eps),Jul 2021 - Jul 2021
4794,Bem Movie: Become Human,6.81,Movie (1 eps),Oct 2020 - Oct 2020
4795,Binan Koukou Chikyuu Boueibu LOVE! LOVE! LOVE!,6.81,OVA (1 eps),Aug 2017 - Aug 2017
4796,Black★Rock Shooter (TV),6.81,TV (8 eps),Feb 2012 - Mar 2012
4797,Blue Seed Omake,6.81,Special (14 eps),Jan 1995 - Jun 1996
4798,Buzzer Beater 2nd Season,6.81,TV (13 eps),Jul 2007 - Sep 2007
4799,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,6.81,Special (1 eps),Jun 2015 - Jun 2015
4800,Cossette no Shouzou,6.81,OVA (3 eps),Apr 2004 - Dec 2004
4801,Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,6.81,Movie (1 eps),Apr 2018 - Apr 2018
4802,Cue!,6.81,TV (24 eps),Jan 2022 - Jun 2022
4803,Dai Mahou Touge Omake,6.81,Special (4 eps),Mar 2006 - Mar 2007
4804,Dear Boys,6.81,TV (26 eps),Apr 2003 - Sep 2003
4805,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II: Past & Future,6.81,Special (1 eps),Jul 2019 - Jul 2019
4806,El Hazard 2: The Magnificent World,6.81,OVA (4 eps),Mar 1997 - Oct 1997
4807,El Hazard: The Alternative World,6.81,TV (13 eps),Jan 1998 - Mar 1998
4808,Etotama,6.81,TV (12 eps),Apr 2015 - Jun 2015
4809,Goal FH: Field Hunter,6.81,TV (39 eps),Apr 1994 - Dec 1994
4810,Grappler Baki,6.81,OVA (1 eps),Aug 1994 - Aug 1994
4811,Happiness Charge Precure!,6.81,TV (49 eps),Feb 2014 - Jan 2015
4812,Happy Sugar Life,6.81,TV (12 eps),Jul 2018 - Sep 2018
4813,Hataraku Saibou,6.81,ONA (1 eps),Jul 2017 - Jul 2017
4814,Hetalia World★Stars Specials,6.81,Special (3 eps),Jul 2021 - Jul 2021
4815,Hibike! Euphonium: Suisougaku-bu no Nichijou,6.81,Special (7 eps),Jun 2015 - Dec 2015
4816,Hidan no Aria,6.81,TV (12 eps),Apr 2011 - Jul 2011
4817,Huang Yan,6.81,ONA (16 eps),Apr 2022 - Jul 2022
4818,Isshuukan Friends. Specials,6.81,Special (12 eps),Jun 2014 - Nov 2014
4819,Isshuukan Friends.: Tomodachi to no Omoide,6.81,Special (1 eps),Oct 2014 - Oct 2014
4820,Kobato.: Hajimete no Kobato.,6.81,Special (8 eps),Jan 2010 - Mar 2012
4821,Koneko no Chi: Ponponra Daibouken,6.81,TV (51 eps),Oct 2016 - Sep 2017
4822,Lamune,6.81,TV (12 eps),Oct 2005 - Dec 2005
4823,Lupin III: Bye Bye Liberty - Kiki Ippatsu!,6.81,Special (1 eps),Apr 1989 - Apr 1989
4824,Bakuretsu Tenshi,6.80,TV (24 eps),Apr 2004 - Sep 2004
4825,Beatless Final Stage,6.80,TV (4 eps),Sep 2018 - Sep 2018
4826,Busou Shoujo Machiavellianism: Doki! "Goken-darake" no Ian Ryokou,6.80,OVA (1 eps),Nov 2017 - Nov 2017
4827,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,6.80,ONA (7 eps),May 2008 - May 2009
4828,Caramel Honey,6.80,ONA (30 eps),Jun 2018 - Aug 2018
4829,CB Chara Go Nagai World,6.80,OVA (3 eps),Feb 1991 - Jun 1991
4830,Chikyuu Shoujo Arjuna,6.80,TV (13 eps),Jan 2001 - Mar 2001
4831,DearS: Kin no Tama Desu no?,6.80,Special (1 eps),Mar 2005 - Mar 2005
4832,Happy☆Lesson Advance,6.80,TV (13 eps),Jul 2003 - Sep 2003
4833,Hypnosis Mic: Division Rap Battle - Rhyme Anima,6.80,TV (13 eps),Oct 2020 - Dec 2020
4834,Innocent Venus,6.80,TV (12 eps),Jul 2006 - Oct 2006
4835,Jigoku Sensei Nube: Gozen 0 Ji Nube Shisu!,6.80,Movie (1 eps),Mar 1997 - Mar 1997
4836,Kemono no Souja Erin Recaps,6.80,TV (10 eps),Jan 2010 - Mar 2010
4837,Kogepan,6.80,TV (10 eps),Nov 2001 - Nov 2001
4838,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi,6.80,Special (1 eps),Jan 2006 - Jan 2006
4839,Kuro no Su: Chronus,6.80,Movie (1 eps),Mar 2014 - Mar 2014
4840,Lupin III: Goodbye Partner,6.80,Special (1 eps),Jan 2019 - Jan 2019
4841,Lupin III: Kiri no Elusive,6.80,Special (1 eps),Jul 2007 - Jul 2007
4842,Macross 7 Plus,6.80,Special (11 eps),Jan 1995 - Jan 1996
4843,Mayonaka no Occult Koumuin: Fukurokouji to Ano Ko to Ore to,6.80,OVA (1 eps),Nov 2019 - Nov 2019
4844,Meiken Lassie,6.80,TV (25 eps),Jan 1996 - Aug 1996
4845,Mini Van,6.80,TV (37 eps),Apr 2013 - Dec 2013
4846,Monster Farm: Enbanseki no Himitsu,6.80,TV (48 eps),Apr 1999 - Mar 2000
4847,Musaigen no Phantom World: Mizutama no Kiseki,6.80,Special (1 eps),Oct 2016 - Oct 2016
4848,Nagagutsu wo Haita Neko: 80 Nichikan Sekai Isshuu,6.80,Movie (1 eps),Mar 1976 - Mar 1976
4849,Naruto: The Cross Roads,6.80,Special (1 eps),Oct 2009 - Oct 2009
4850,Obey Me! Season 2,6.80,ONA (? eps),Jul 2022 -
4851,Pupipo!,6.80,TV (15 eps),Dec 2013 - Mar 2014
4852,Ranma ½: DoCo Music Video,6.80,OVA (1 eps),Aug 1995 - Aug 1995
4853,s.CRY.ed Alteration II: Quan,6.80,Movie (1 eps),Mar 2012 - Mar 2012
4854,Saint Seiya: Jashin Eris,6.80,Movie (1 eps),Jul 1987 - Jul 1987
4855,Shin Koihime†Musou,6.80,TV (12 eps),Oct 2009 - Dec 2009
4856,Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,6.80,TV (12 eps),Jul 2003 - Sep 2003
4857,Sunohara-sou no Kanrinin-san,6.80,TV (12 eps),Jul 2018 - Sep 2018
4858,Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,6.80,Special (5 eps),Aug 2007 - Oct 2007
4859,Thermae Romae Specials,6.80,Special (2 eps),Apr 2012 - Apr 2012
4860,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,6.80,OVA (1 eps),Jul 2010 - Jul 2010
4861,Toji no Miko,6.80,TV (24 eps),Jan 2018 - Jun 2018
4862,Yaku nara Mug Cup mo: Niban Gama,6.80,TV (12 eps),Oct 2021 - Dec 2021
4863,Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,6.80,Movie (1 eps),Dec 2017 - Dec 2017
4864,Yozakura Quartet,6.80,TV (12 eps),Oct 2008 - Dec 2008
4865,Yuu☆Yuu☆Hakusho (Movie),6.80,Movie (1 eps),Jul 1993 - Jul 1993
4866,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV),6.79,TV (13 eps),Jan 2020 - Mar 2020
4867,Megazone 23,6.79,OVA (4 eps),Mar 1985 - Dec 1989
4868,Mijikamon,6.79,ONA (12 eps),Jul 2014 - Sep 2014
4869,Mitsuami no Kamisama,6.79,Movie (1 eps),Oct 2015 - Oct 2015
4870,Nirvana,6.79,Music (1 eps),Nov 2015 - Nov 2015
4871,Nisekoimonogatari,6.79,ONA (1 eps),Apr 2015 - Apr 2015
4872,Pokemon: Pikachu to Eievui Friends,6.79,Movie (1 eps),Jul 2013 - Jul 2013
4873,Pretty Rhythm: Aurora Dream - Prism Shougekijou,6.79,Special (51 eps),Jul 2011 - Jun 2012
4874,Prima Doll,6.79,TV (12 eps),Jul 2022 -
4875,Ring no Seraph,6.79,Music (1 eps),Aug 2019 - Aug 2019
4876,Ro-Kyu-Bu!,6.79,TV (12 eps),Jul 2011 - Sep 2011
4877,Sasuga no Sarutobi,6.79,TV (69 eps),Oct 1982 - Mar 1984
4878,Senkou,6.79,Music (1 eps),Mar 2022 - Mar 2022
4879,Shinkansen Henkei Robo Shinkalion The Animation,6.79,TV (76 eps),Jan 2018 - Jun 2019
4880,Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari,6.79,Special (1 eps),Dec 2014 - Dec 2014
4881,Toaru Majutsu no Index 10th Anniversary PV,6.79,Special (1 eps),Sep 2014 - Sep 2014
4882,Urusei Yatsura Movie 6: Itsudatte My Darling,6.79,Movie (1 eps),Aug 1991 - Aug 1991
4883,Vanitas no Karte: En Route Pour le Gévaudan,6.79,Special (1 eps),Jan 2022 - Jan 2022
4884,Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!,6.79,TV (12 eps),Oct 2019 - Dec 2019
4885,Witch Craft Works: Takamiya-kun to Imouto no Warudakumi,6.79,OVA (1 eps),Jan 2015 - Jan 2015
4886,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,6.79,OVA (1 eps),Mar 2014 - Mar 2014
4887,22/7,6.79,TV (12 eps),Jan 2020 - Mar 2020
4888,Anmitsu Hime,6.79,TV (51 eps),Oct 1986 - Sep 1987
4889,Bastard!! Ankoku no Hakaishin (ONA),6.79,ONA (13 eps),Jun 2022 - Jun 2022
4890,Battle Spirits: Saga Brave,6.79,ONA (3 eps),Jun 2019 - Jan 2020
4891,Blue Archive,6.79,ONA (? eps),Jan 2021 -
4892,Candy☆Boy: Side Story For Archive,6.79,ONA (1 eps),Nov 2007 - Nov 2007
4893,Cardfight!! Vanguard: Asia Circuit-hen,6.79,TV (39 eps),Apr 2012 - Jan 2013
4894,Chou Robot Seimeitai Transformers Micron Densetsu,6.79,TV (52 eps),Jan 2003 - Dec 2003
4895,Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,6.79,Movie (1 eps),Apr 2009 - Apr 2009
4896,Crayon Shin-chan Movie 27: Shinkon Ryokou Hurricane - Ushinawareta Hiroshi,6.79,Movie (1 eps),Apr 2019 - Apr 2019
4897,Da Li Si Rizhi,6.79,ONA (12 eps),Apr 2020 - Jul 2020
4898,Doraemon Movie 41: Nobita no Little Star Wars,6.79,Movie (1 eps),Mar 2022 - Mar 2022
4899,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,6.79,Movie (1 eps),Mar 1992 - Mar 1992
4900,Dragon Quest: Your Story,6.79,Movie (1 eps),Aug 2019 - Aug 2019
4901,Fantascope: Tylostoma,6.79,OVA (1 eps),Aug 2006 - Aug 2006
4902,Fate/Grand Order: Zettai Majuu Sensen Babylonia Recaps,6.79,Special (3 eps),Dec 2019 - Feb 2020
4903,Gamers!,6.79,TV (12 eps),Jul 2017 - Sep 2017
4904,gdgd Fairies,6.79,TV (12 eps),Oct 2011 - Dec 2011
4905,Happy☆Lesson The Final,6.79,OVA (3 eps),May 2004 - Oct 2004
4906,Inazuma Eleven: Outer Code,6.79,ONA (6 eps),Nov 2016 - Aug 2017
4907,Jungle Taitei: Yuuki ga Mirai wo Kaeru,6.79,Special (1 eps),Sep 2009 - Sep 2009
4908,Kamiari Algorithm,6.79,Music (1 eps),Feb 2021 - Feb 2021
4909,Kamisama ni Natta Hi,6.79,TV (12 eps),Oct 2020 - Dec 2020
4910,Koko wa Green Wood,6.79,OVA (6 eps),Nov 1991 - Mar 1993
4911,Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,6.79,TV (52 eps),Apr 2005 - Mar 2006
4912,Koufuku Graffiti,6.79,TV (12 eps),Jan 2015 - Mar 2015
4913,Koukou Butouden Crows,6.79,OVA (2 eps),Jan 1994 - Jun 1994
4914,Kousoku Denjin Albegus,6.79,TV (45 eps),Mar 1983 - Feb 1984
4915,Kumo no You ni Kaze no You ni,6.79,Special (1 eps),Mar 1990 - Mar 1990
4916,Aho Girl,6.78,TV (12 eps),Jul 2017 - Sep 2017
4917,Ao no Exorcist Movie Special,6.78,Special (1 eps),Apr 2012 - Apr 2012
4918,Argonavis from BanG Dream!,6.78,TV (13 eps),Apr 2020 - Jul 2020
4919,Black Lagoon Omake,6.78,Special (7 eps),Dec 2009 - Mar 2010
4920,Brave Witches,6.78,TV (12 eps),Oct 2016 - Dec 2016
4921,Bubuki Buranki: Hoshi no Kyojin,6.78,TV (12 eps),Oct 2016 - Dec 2016
4922,Candy Boy Episode: EX01 - Mirai Yohouzu,6.78,OVA (1 eps),Aug 2008 - Aug 2008
4923,Chihayafuru 3: Ima Hitotabi no,6.78,Special (1 eps),Jan 2020 - Jan 2020
4924,Children Record,6.78,Music (2 eps),Aug 2012 - Aug 2012
4925,Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,6.78,Movie (1 eps),Apr 2007 - Apr 2007
4926,Di Gi Charat,6.78,TV (16 eps),Nov 1999 - Dec 1999
4927,Dragon Ball Movie 1: Shen Long no Densetsu,6.78,Movie (1 eps),Dec 1986 - Dec 1986
4928,Fireball Charming,6.78,TV (13 eps),Apr 2011 - Jun 2011
4929,Futari wa Precure: Max Heart Movie 1,6.78,Movie (1 eps),Apr 2005 - Apr 2005
4930,Gaikotsu Shotenin Honda-san OVA,6.78,OVA (1 eps),Feb 2019 - Feb 2019
4931,Hyakka Ryouran: Samurai Girls,6.78,TV (12 eps),Sep 2010 - Dec 2010
4932,I My Me! Strawberry Eggs,6.78,TV (13 eps),Jul 2001 - Sep 2001
4933,Imanara Maniau! Log Horizon,6.78,Special (1 eps),Nov 2013 - Nov 2013
4934,Itoshi no Muco,6.78,TV (25 eps),Oct 2015 - Mar 2016
4935,Jewelpet,6.78,TV (52 eps),Apr 2009 - Mar 2010
4936,Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita,6.78,OVA (1 eps),Oct 2006 - Oct 2006
4937,Kitakubu Katsudou Kiroku,6.78,TV (12 eps),Jul 2013 - Oct 2013
4938,Kono Danshi, Uchuujin to Tatakaemasu.,6.78,OVA (1 eps),Oct 2011 - Oct 2011
4939,Kyouryuu Boukenki Jura Tripper,6.78,TV (39 eps),Apr 1995 - Dec 1995
4940,Loveless,6.78,TV (12 eps),Apr 2005 - Jun 2005
4941,Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,6.78,Special (1 eps),Jul 1999 - Jul 1999
4942,Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,6.78,Special (1 eps),Nov 2013 - Nov 2013
4943,Majutsushi Orphen: Revenge,6.78,TV (23 eps),Oct 1999 - Mar 2000
4944,Maple Town Monogatari,6.78,TV (52 eps),Jan 1986 - Jan 1987
4945,Moshi mo Inochi ga Egaketara,6.78,Music (1 eps),Dec 2021 - Dec 2021
4946,Munto,6.78,OVA (1 eps),Mar 2003 - Mar 2003
4947,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,6.78,OVA (1 eps),Dec 2005 - Dec 2005
4948,Natsu-iro Kiseki: 15-kaime no Natsuyasumi,6.78,OVA (1 eps),Aug 2012 - Aug 2012
4949,Ohayou! Spank,6.78,TV (63 eps),Mar 1981 - May 1982
4950,Play Dice!,6.78,Music (1 eps),Feb 2022 - Feb 2022
4951,Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy,6.78,Movie (1 eps),Jul 2006 - Jul 2006
4952,Saikyou Bushouden: Sangoku Engi,6.78,TV (52 eps),Apr 2010 - Mar 2011
4953,Senjou no Valkyria: SenVal Theater,6.78,Special (9 eps),Aug 2009 - Apr 2010
4954,Silent Möbius,6.78,TV (26 eps),Jan 1998 - Apr 1998
4955,Tales of Phantasia The Animation,6.78,OVA (4 eps),Nov 2004 - Feb 2006
4956,Tantei Opera Milky Holmes: Psycho no Aisatsu,6.78,Special (1 eps),Dec 2018 - Dec 2018
4957,Vandread: Taidou-hen,6.78,OVA (1 eps),Jan 2001 - Jan 2001
4958,Vassalord.,6.78,OVA (1 eps),Mar 2013 - Mar 2013
4959,Venus Senki,6.78,Movie (1 eps),Mar 1989 - Mar 1989
4960,White Album 2nd Season,6.78,TV (13 eps),Oct 2009 - Dec 2009
4961,Working'!! Announcement Specials,6.78,ONA (2 eps),Apr 2011 - Apr 2011
4962,Yu☆Gi☆Oh! The Dark Side of Dimensions Special: Eien no Rival - Yuugi to Kaiba!,6.78,Special (1 eps),Apr 2016 - Apr 2016
4963,Macross Δ Movie: Gekijou no Walküre,6.77,Movie (1 eps),Feb 2018 - Feb 2018
4964,Maison Ikkoku: Prelude - Meguru Haru no Sakura no You ni...,6.77,Special (1 eps),Jun 1992 - Jun 1992
4965,Makafushigi,6.77,Music (1 eps),Oct 2021 - Oct 2021
4966,Mermaid's Scar,6.77,OVA (1 eps),Sep 1993 - Sep 1993
4967,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,6.77,OVA (3 eps),Apr 2006 - Aug 2006
4968,Mobile Suit Gundam: The 08th MS Team - Miller's Report,6.77,Movie (1 eps),Aug 1998 - Aug 1998
4969,Mr. Fixer,6.77,Music (1 eps),Jul 2020 - Jul 2020
4970,Nijiiro Days: Nijiiro Biyori,6.77,OVA (1 eps),Sep 2016 - Sep 2016
4971,Nourin,6.77,TV (12 eps),Jan 2014 - Mar 2014
4972,Ochikobore Fruit Tart,6.77,TV (12 eps),Oct 2020 - Dec 2020
4973,Rinne no Lagrange: Kamogawa Days,6.77,OVA (1 eps),Jun 2012 - Jun 2012
4974,Saint Seiya: Saishuu Seisen no Senshi-tachi,6.77,Movie (1 eps),Mar 1989 - Mar 1989
4975,Sansha Sanyou Specials,6.77,Special (3 eps),Jun 2016 - Aug 2016
4976,Sekai Meisaku Douwa: Mori wa Ikiteiru,6.77,Movie (1 eps),Mar 1980 - Mar 1980
4977,Shika no Ou: Yuna to Yakusoku no Tabi,6.77,Movie (1 eps),Feb 2022 - Feb 2022
4978,Shin Tenchi Muyou! Specials,6.77,Special (6 eps),Jan 1997 - Sep 1997
4979,Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,6.77,OVA (1 eps),Jan 2016 - Jan 2016
4980,Shisouhan,6.77,Music (1 eps),Jun 2020 - Jun 2020
4981,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,6.77,OVA (1 eps),Mar 1994 - Mar 1994
4982,Vampire Knight: Gekiai no Portrait,6.77,Special (1 eps),Nov 2008 - Nov 2008
4983,Wo Shi Da Shenxian,6.77,ONA (16 eps),Nov 2020 - Feb 2021
4984,Wu Geng Ji 4th Season,6.77,ONA (42 eps),Jul 2021 -
4985,Xie Wang Zhui Qi,6.77,ONA (13 eps),Jan 2019 - Apr 2019
4986,Yuusha, Yamemasu: Kenshuu Ryokou wa Mokuteki wo Miushinau na,6.77,Special (2 eps),Jun 2022 - Aug 2022
4987,Zettai Karen Children: Gentei Kaikin!! OVA Chou Sakidori Special!!,6.77,OVA (1 eps),Apr 2010 - Apr 2010
4988,Anne no Nikki,6.77,Movie (1 eps),Aug 1995 - Aug 1995
4989,Aoki Ryuusei SPT Layzner OVA,6.77,OVA (3 eps),Aug 1986 - Oct 1986
4990,Arcana Famiglia: Capriccio - stile Arcana Famiglia,6.77,OVA (1 eps),Mar 2013 - Mar 2013
4991,Baja no Studio: Baja no Mita Umi,6.77,OVA (1 eps),Feb 2020 - Feb 2020
4992,Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru "LIPS Eizou",6.77,ONA (1 eps),Aug 2010 - Aug 2010
4993,Bakuretsu Tenshi: Infinity,6.77,OVA (1 eps),Mar 2007 - Mar 2007
4994,Chocotto Sister,6.77,TV (24 eps),Jul 2006 - Dec 2006
4995,Chuubyou Gekihatsu Boy,6.77,TV (11 eps),Oct 2019 - Dec 2019
4996,Clover,6.77,Music (1 eps),Aug 1999 - Aug 1999
4997,Dash! Yonkurou,6.77,TV (25 eps),Oct 1989 - Mar 1990
4998,Deatte 5-byou de Battle,6.77,TV (12 eps),Jul 2021 - Sep 2021
4999,Dirty Pair: Bouryaku no 005-bin,6.77,OVA (1 eps),Jan 1990 - Jan 1990
5000,Dr. Rin ni Kiitemite!,6.77,TV (51 eps),Mar 2001 - Feb 2002
5001,Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,6.77,Movie (1 eps),Mar 1994 - Mar 1994
5002,Garo: Honoo no Kokuin - Home,6.77,Special (1 eps),Sep 2015 - Sep 2015
5003,Ginga Tetsudou Monogatari: Eien e no Bunkiten,6.77,TV (24 eps),Oct 2006 - Mar 2007
5004,Girls & Panzer: Nihon Senshadou Renmei News,6.77,Special (2 eps),Jun 2013 - Jun 2013
5005,Golgo 13,6.77,Movie (1 eps),May 1983 - May 1983
5006,Gundam Build Fighters: Battlogue,6.77,ONA (5 eps),Aug 2017 - Dec 2017
5007,Hagure Yuusha no Aesthetica,6.77,TV (12 eps),Jul 2012 - Sep 2012
5008,Hanasakeru Seishounen Recaps,6.77,Special (3 eps),Jun 2009 - Oct 2009
5009,Hanaukyou Maid-tai: La Verite,6.77,TV (12 eps),Apr 2004 - Jun 2004
5010,Hidan no Aria: Butei ga Kitarite Onsen Kenshuu,6.77,Special (1 eps),Dec 2011 - Dec 2011
5011,Hikari to Mizu no Daphne,6.77,TV (24 eps),Jan 2004 - Jul 2004
5012,Hinako Note,6.77,TV (12 eps),Apr 2017 - Jun 2017
5013,Ichiban Ushiro no Daimaou,6.77,TV (12 eps),Apr 2010 - Jun 2010
5014,Jigoku Sensei Nube: Kyoufu no Natsuyasumi!! Ayashi no Umi no Densetsu!,6.77,Movie (1 eps),Jul 1997 - Jul 1997
5015,Kakero,6.77,Music (1 eps),Aug 2021 - Aug 2021
5016,Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!,6.77,Movie (1 eps),Oct 2017 - Oct 2017
5017,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen!!,6.77,Movie (1 eps),Dec 2003 - Dec 2003
5018,Lu Shidai 2nd Season,6.77,ONA (13 eps),Nov 2014 - Dec 2015
5019,Lupin III: Touhou Kenbunroku - Another Page,6.77,Special (1 eps),Nov 2012 - Nov 2012
5020,Ai Yori Aoshi: Yumegatari,6.76,Special (1 eps),Apr 2002 - Apr 2002
5021,Aoki Densetsu Shoot! (Movie),6.76,Movie (1 eps),Dec 1994 - Dec 1994
5022,Argento Soma,6.76,TV (25 eps),Oct 2000 - Mar 2001
5023,Babylon,6.76,TV (12 eps),Oct 2019 - Jan 2020
5024,Brave 10,6.76,TV (12 eps),Jan 2012 - Mar 2012
5025,Can Ci Pin: Fangzhu Xingkong,6.76,ONA (16 eps),Jul 2021 - Nov 2021
5026,Captain Tsubasa: Ayaushi! Zen Nihon Jr.,6.76,Movie (1 eps),Dec 1985 - Dec 1985
5027,Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,6.76,Movie (1 eps),Apr 2008 - Apr 2008
5028,Doujin Work,6.76,TV (12 eps),Jul 2007 - Sep 2007
5029,Gate Keepers 21,6.76,OVA (6 eps),Apr 2002 - Jan 2003
5030,Girls & Panzer: Saishuushou Part 1 - Fushou Akiyama Yukari no Sensha Kouza,6.76,Special (1 eps),Mar 2018 - Mar 2018
5031,Gundam Build Fighters Try: Island Wars,6.76,Special (1 eps),Aug 2016 - Aug 2016
5032,Higurashi no Naku Koro ni Sotsu,6.76,TV (15 eps),Jul 2021 - Sep 2021
5033,Hitohira,6.76,TV (12 eps),Mar 2007 - Jun 2007
5034,Hologram Circus,6.76,Music (1 eps),Dec 2020 - Dec 2020
5035,Hungry Days x Bump of Chicken: Kinen Satsuei,6.76,Music (1 eps),Nov 2019 - Nov 2019
5036,Hyakko Extra,6.76,OVA (1 eps),Oct 2009 - Oct 2009
5037,Ikkitousen: Dragon Destiny,6.76,TV (12 eps),Feb 2007 - May 2007
5038,Ikkyuu-san,6.76,TV (296 eps),Oct 1975 - Jun 1982
5039,Jewelpet Magical Change,6.76,TV (39 eps),Apr 2015 - Dec 2015
5040,Jungle Taitei (1989),6.76,TV (52 eps),Oct 1989 - Oct 1990
5041,Juusenki L-Gaim,6.76,TV (54 eps),Feb 1984 - Feb 1985
5042,Kaijin Kaihatsu-bu no Kuroitsu-san,6.76,TV (12 eps),Jan 2022 - Apr 2022
5043,Kiteretsu Daihyakka,6.76,TV (331 eps),Mar 1988 - Jun 1996
5044,Koi to Senkyo to Chocolate: Ikenai Hazuki-sensei,6.76,Special (1 eps),Sep 2012 - Sep 2012
5045,Koutetsu Tenshi Kurumi,6.76,TV (24 eps),Oct 1999 - Apr 2000
5046,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV) Final Season - Asaki Yume no Akatsuki,6.76,Special (4 eps),Apr 2022 - Apr 2022
5047,Magical☆Star Kanon 100%,6.76,OVA (1 eps),Jun 2013 - Jun 2013
5048,Mahou Sensei Negima! Movie: Anime Final,6.76,Movie (1 eps),Aug 2011 - Aug 2011
